,wt_hr_true,wt_hr
2014-09-29 19:00:00,66.6,64.03361104654249
2014-09-29 20:00:00,68.9,64.0126424885556
2014-09-29 21:00:00,70.5,63.991673930568865
2014-09-29 22:00:00,72.2,63.97070537258202
2014-09-29 23:00:00,72.6,63.94973681459507
2014-09-30 00:00:00,73.6,64.44807120876538
2014-09-30 01:00:00,74.3,64.42710265077854
2014-09-30 02:00:00,74.3,64.40613409279166
2014-09-30 03:00:00,73.9,64.38516553480477
2014-09-30 04:00:00,72.6,64.36419697681792
2014-09-30 05:00:00,73.1,64.34322841883109
2014-09-30 06:00:00,73.2,64.32225986084427
2014-09-30 07:00:00,72.4,64.30129130285735
2014-09-30 08:00:00,67.7,64.28032274487046
2014-09-30 09:00:00,60.9,64.25935418688367
2014-09-30 10:00:00,56.4,64.2383856288968
2014-09-30 11:00:00,55.8,64.21741707091002
2014-09-30 12:00:00,55.2,64.19644851292315
2014-09-30 13:00:00,50.0,64.17547995493639
2014-09-30 14:00:00,44.6,64.15451139694949
2014-09-30 15:00:00,38.0,64.13354283896268
2014-09-30 16:00:00,35.8,64.11257428097579
2014-09-30 17:00:00,41.0,64.0916057229889
2014-09-30 18:00:00,56.3,64.07063716500207
2014-09-30 19:00:00,59.9,64.04966860701526
2014-09-30 20:00:00,59.4,64.02870004902837
2014-09-30 21:00:00,57.9,64.0077314910415
2014-09-30 22:00:00,55.6,63.98676293305476
2014-09-30 23:00:00,53.5,63.96579437506776
2014-10-01 00:00:00,52.1,64.4988100050929
2014-10-01 01:00:00,52.0,64.47784144710609
2014-10-01 02:00:00,52.5,64.45687288911931
2014-10-01 03:00:00,53.8,64.43590433113249
2014-10-01 04:00:00,57.6,64.41493577314557
2014-10-01 05:00:00,62.4,64.39396721515868
2014-10-01 06:00:00,64.0,64.37299865717185
2014-10-01 07:00:00,59.3,64.35203009918501
2014-10-01 08:00:00,51.3,64.33106154119827
2014-10-01 09:00:00,47.5,64.31009298321135
2014-10-01 10:00:00,49.3,64.28912442522447
2014-10-01 11:00:00,45.4,64.26815586723768
2014-10-01 12:00:00,44.9,64.2471873092508
2014-10-01 13:00:00,40.1,64.22621875126393
2014-10-01 14:00:00,36.7,64.20525019327702
2014-10-01 15:00:00,34.0,64.18428163529026
2014-10-01 16:00:00,33.2,64.16331307730341
2014-10-01 17:00:00,37.7,64.1423445193166
2014-10-01 18:00:00,44.5,64.1213759613297
2014-10-01 19:00:00,46.5,64.10040740334287
